学号	姓名	学院	地区
121060247	wIwsTla19	其他学院	9区
131060247	wIwsTlb19	其他学院	11区
121050247	wIwsTla20	其他学院	1区
131050247	wIwsTlb20	其他学院	5区
121040247	wIwsTla21	其他学院	12区
131040247	wIwsTlb21	其他学院	7区
121030247	wIwsTla22	其他学院	6区
131030247	wIwsTlb22	其他学院	13区
121020247	wIwsTla23	其他学院	13区
131020247	wIwsTlb23	其他学院	13区
121010247	wIwsTla24	其他学院	13区
131010247	wIwsTlb24	其他学院	7区
121250248	owIfIEa	软件学院	12区
131250248	owIfIEb	软件学院	10区
121240248	owIfIEa1	其他学院	1区
131240248	owIfIEb1	其他学院	7区
121230248	owIfIEa2	其他学院	7区
131230248	owIfIEb2	其他学院	3区
121220248	owIfIEa3	其他学院	5区
131220248	owIfIEb3	其他学院	3区
121210248	owIfIEa4	其他学院	10区
131210248	owIfIEb4	其他学院	6区
121200248	owIfIEa5	其他学院	7区
131200248	owIfIEb5	其他学院	2区
121190248	owIfIEa6	其他学院	4区
131190248	owIfIEb6	其他学院	10区
121180248	owIfIEa7	其他学院	12区
131180248	owIfIEb7	其他学院	1区
121170248	owIfIEa8	其他学院	2区
131170248	owIfIEb8	其他学院	2区
121160248	owIfIEa9	其他学院	11区
131160248	owIfIEb9	其他学院	12区
121150248	owIfIEa10	其他学院	5区
131150248	owIfIEb10	其他学院	9区
121140248	owIfIEa11	其他学院	2区
131140248	owIfIEb11	其他学院	10区
121130248	owIfIEa12	其他学院	12区
131130248	owIfIEb12	其他学院	12区
121120248	owIfIEa13	其他学院	1区
131120248	owIfIEb13	其他学院	7区
121110248	owIfIEa14	其他学院	7区
131110248	owIfIEb14	其他学院	13区
121100248	owIfIEa15	其他学院	11区
131100248	owIfIEb15	其他学院	4区
121090248	owIfIEa16	其他学院	2区
131090248	owIfIEb16	其他学院	13区
121080248	owIfIEa17	其他学院	3区
131080248	owIfIEb17	其他学院	9区
121070248	owIfIEa18	其他学院	11区
131070248	owIfIEb18	其他学院	1区
121060248	owIfIEa19	其他学院	10区
131060248	owIfIEb19	其他学院	8区
121050248	owIfIEa20	其他学院	9区
131050248	owIfIEb20	其他学院	5区
121040248	owIfIEa21	其他学院	4区
131040248	owIfIEb21	其他学院	6区
121030248	owIfIEa22	其他学院	1区
131030248	owIfIEb22	其他学院	3区
121020248	owIfIEa23	其他学院	13区
131020248	owIfIEb23	其他学院	3区
121010248	owIfIEa24	其他学院	7区
131010248	owIfIEb24	其他学院	11区
121250249	ksqjfTa	软件学院	10区
131250249	ksqjfTb	软件学院	7区
121240249	ksqjfTa1	其他学院	5区
131240249	ksqjfTb1	其他学院	8区
121230249	ksqjfTa2	其他学院	9区
131230249	ksqjfTb2	其他学院	3区
121220249	ksqjfTa3	其他学院	11区
131220249	ksqjfTb3	其他学院	12区
121210249	ksqjfTa4	其他学院	9区
131210249	ksqjfTb4	其他学院	5区
121200249	ksqjfTa5	其他学院	7区
131200249	ksqjfTb5	其他学院	9区
121190249	ksqjfTa6	其他学院	5区
131190249	ksqjfTb6	其他学院	13区
121180249	ksqjfTa7	其他学院	9区
131180249	ksqjfTb7	其他学院	11区
121170249	ksqjfTa8	其他学院	13区
131170249	ksqjfTb8	其他学院	7区
121160249	ksqjfTa9	其他学院	7区
131160249	ksqjfTb9	其他学院	1区
121150249	ksqjfTa10	其他学院	10区
131150249	ksqjfTb10	其他学院	5区
121140249	ksqjfTa11	其他学院	6区
131140249	ksqjfTb11	其他学院	2区
121130249	ksqjfTa12	其他学院	12区
131130249	ksqjfTb12	其他学院	11区
121120249	ksqjfTa13	其他学院	7区
131120249	ksqjfTb13	其他学院	1区
121110249	ksqjfTa14	其他学院	5区
131110249	ksqjfTb14	其他学院	9区
121100249	ksqjfTa15	其他学院	5区
131100249	ksqjfTb15	其他学院	12区
121090249	ksqjfTa16	其他学院	8区
131090249	ksqjfTb16	其他学院	4区
121080249	ksqjfTa17	其他学院	10区
131080249	ksqjfTb17	其他学院	11区
121070249	ksqjfTa18	其他学院	5区
131070249	ksqjfTb18	其他学院	12区
121060249	ksqjfTa19	其他学院	11区
131060249	ksqjfTb19	其他学院	3区
121050249	ksqjfTa20	其他学院	4区
131050249	ksqjfTb20	其他学院	13区
121040249	ksqjfTa21	其他学院	2区
131040249	ksqjfTb21	其他学院	12区
121030249	ksqjfTa22	其他学院	1区
131030249	ksqjfTb22	其他学院	9区
121020249	ksqjfTa23	其他学院	10区
131020249	ksqjfTb23	其他学院	6区
121010249	ksqjfTa24	其他学院	9区
131010249	ksqjfTb24	其他学院	7区
121250250	LFFPfda	软件学院	1区
131250250	LFFPfdb	软件学院	11区
121240250	LFFPfda1	其他学院	7区
131240250	LFFPfdb1	其他学院	6区
121230250	LFFPfda2	其他学院	5区
131230250	LFFPfdb2	其他学院	10区
121220250	LFFPfda3	其他学院	1区
131220250	LFFPfdb3	其他学院	11区
121210250	LFFPfda4	其他学院	8区
131210250	LFFPfdb4	其他学院	8区
121200250	LFFPfda5	其他学院	10区
131200250	LFFPfdb5	其他学院	7区
121190250	LFFPfda6	其他学院	1区
131190250	LFFPfdb6	其他学院	13区
121180250	LFFPfda7	其他学院	6区
131180250	LFFPfdb7	其他学院	12区
121170250	LFFPfda8	其他学院	8区
131170250	LFFPfdb8	其他学院	6区
121160250	LFFPfda9	其他学院	12区
131160250	LFFPfdb9	其他学院	3区
121150250	LFFPfda10	其他学院	3区
131150250	LFFPfdb10	其他学院	8区
121140250	LFFPfda11	其他学院	5区
131140250	LFFPfdb11	其他学院	10区
121130250	LFFPfda12	其他学院	10区
131130250	LFFPfdb12	其他学院	13区
121120250	LFFPfda13	其他学院	7区
131120250	LFFPfdb13	其他学院	6区
121110250	LFFPfda14	其他学院	7区
131110250	LFFPfdb14	其他学院	9区
121100250	LFFPfda15	其他学院	1区
131100250	LFFPfdb15	其他学院	7区
121090250	LFFPfda16	其他学院	1区
131090250	LFFPfdb16	其他学院	8区
121080250	LFFPfda17	其他学院	10区
131080250	LFFPfdb17	其他学院	3区
121070250	LFFPfda18	其他学院	8区
131070250	LFFPfdb18	其他学院	2区
121060250	LFFPfda19	其他学院	1区
131060250	LFFPfdb19	其他学院	11区
121050250	LFFPfda20	其他学院	6区
131050250	LFFPfdb20	其他学院	4区
121040250	LFFPfda21	其他学院	4区
131040250	LFFPfdb21	其他学院	7区
121030250	LFFPfda22	其他学院	12区
131030250	LFFPfdb22	其他学院	8区
121020250	LFFPfda23	其他学院	5区
131020250	LFFPfdb23	其他学院	11区
121010250	LFFPfda24	其他学院	10区
131010250	LFFPfdb24	其他学院	1区
121250251	fVZaaXa	软件学院	13区
131250251	fVZaaXb	软件学院	12区
121240251	fVZaaXa1	其他学院	6区
131240251	fVZaaXb1	其他学院	8区
121230251	fVZaaXa2	其他学院	10区
131230251	fVZaaXb2	其他学院	4区
121220251	fVZaaXa3	其他学院	12区
131220251	fVZaaXb3	其他学院	7区
121210251	fVZaaXa4	其他学院	12区
131210251	fVZaaXb4	其他学院	11区
121200251	fVZaaXa5	其他学院	11区
131200251	fVZaaXb5	其他学院	3区
121190251	fVZaaXa6	其他学院	1区
131190251	fVZaaXb6	其他学院	13区
121180251	fVZaaXa7	其他学院	10区
131180251	fVZaaXb7	其他学院	12区
121170251	fVZaaXa8	其他学院	13区
131170251	fVZaaXb8	其他学院	4区
121160251	fVZaaXa9	其他学院	1区
131160251	fVZaaXb9	其他学院	6区
121150251	fVZaaXa10	其他学院	3区
131150251	fVZaaXb10	其他学院	12区
121140251	fVZaaXa11	其他学院	9区
131140251	fVZaaXb11	其他学院	3区
121130251	fVZaaXa12	其他学院	11区
131130251	fVZaaXb12	其他学院	5区
121120251	fVZaaXa13	其他学院	3区
131120251	fVZaaXb13	其他学院	8区
121110251	fVZaaXa14	其他学院	13区
131110251	fVZaaXb14	其他学院	3区
121100251	fVZaaXa15	其他学院	7区
131100251	fVZaaXb15	其他学院	9区
121090251	fVZaaXa16	其他学院	11区
131090251	fVZaaXb16	其他学院	12区
121080251	fVZaaXa17	其他学院	7区
131080251	fVZaaXb17	其他学院	10区
121070251	fVZaaXa18	其他学院	3区
131070251	fVZaaXb18	其他学院	12区
121060251	fVZaaXa19	其他学院	6区
131060251	fVZaaXb19	其他学院	12区
121050251	fVZaaXa20	其他学院	6区
131050251	fVZaaXb20	其他学院	7区
121040251	fVZaaXa21	其他学院	1区
131040251	fVZaaXb21	其他学院	7区
121030251	fVZaaXa22	其他学院	7区
131030251	fVZaaXb22	其他学院	5区
121020251	fVZaaXa23	其他学院	13区
131020251	fVZaaXb23	其他学院	1区
121010251	fVZaaXa24	其他学院	9区
131010251	fVZaaXb24	其他学院	5区
121250252	pJErApa	软件学院	10区
131250252	pJErApb	软件学院	2区
121240252	pJErApa1	其他学院	5区
131240252	pJErApb1	其他学院	8区
121230252	pJErApa2	其他学院	1区
131230252	pJErApb2	其他学院	5区
121220252	pJErApa3	其他学院	4区
131220252	pJErApb3	其他学院	7区
121210252	pJErApa4	其他学院	8区
131210252	pJErApb4	其他学院	10区
121200252	pJErApa5	其他学院	12区
131200252	pJErApb5	其他学院	13区
121190252	pJErApa6	其他学院	10区
131190252	pJErApb6	其他学院	2区
121180252	pJErApa7	其他学院	10区
131180252	pJErApb7	其他学院	2区
121170252	pJErApa8	其他学院	11区
131170252	pJErApb8	其他学院	13区
121160252	pJErApa9	其他学院	3区
131160252	pJErApb9	其他学院	11区
121150252	pJErApa10	其他学院	2区
131150252	pJErApb10	其他学院	13区
121140252	pJErApa11	其他学院	13区
131140252	pJErApb11	其他学院	3区
121130252	pJErApa12	其他学院	4区
131130252	pJErApb12	其他学院	2区
121120252	pJErApa13	其他学院	11区
131120252	pJErApb13	其他学院	4区
121110252	pJErApa14	其他学院	9区
131110252	pJErApb14	其他学院	7区
121100252	pJErApa15	其他学院	3区
131100252	pJErApb15	其他学院	12区
121090252	pJErApa16	其他学院	6区
131090252	pJErApb16	其他学院	2区
121080252	pJErApa17	其他学院	10区
131080252	pJErApb17	其他学院	7区
121070252	pJErApa18	其他学院	10区
131070252	pJErApb18	其他学院	11区
121060252	pJErApa19	其他学院	11区
131060252	pJErApb19	其他学院	7区
121050252	pJErApa20	其他学院	3区
131050252	pJErApb20	其他学院	10区
121040252	pJErApa21	其他学院	1区
131040252	pJErApb21	其他学院	12区
121030252	pJErApa22	其他学院	5区
131030252	pJErApb22	其他学院	13区
121020252	pJErApa23	其他学院	13区
131020252	pJErApb23	其他学院	13区
121010252	pJErApa24	其他学院	8区
131010252	pJErApb24	其他学院	3区
121250253	aouNARa	软件学院	9区
131250253	aouNARb	软件学院	13区
121240253	aouNARa1	其他学院	1区
131240253	aouNARb1	其他学院	2区
121230253	aouNARa2	其他学院	11区
131230253	aouNARb2	其他学院	1区
121220253	aouNARa3	其他学院	6区
131220253	aouNARb3	其他学院	9区
121210253	aouNARa4	其他学院	5区
131210253	aouNARb4	其他学院	9区
121200253	aouNARa5	其他学院	9区
131200253	aouNARb5	其他学院	1区
121190253	aouNARa6	其他学院	3区
131190253	aouNARb6	其他学院	12区
121180253	aouNARa7	其他学院	10区
131180253	aouNARb7	其他学院	13区
121170253	aouNARa8	其他学院	12区
131170253	aouNARb8	其他学院	9区
121160253	aouNARa9	其他学院	3区
131160253	aouNARb9	其他学院	13区
121150253	aouNARa10	其他学院	10区
131150253	aouNARb10	其他学院	12区
121140253	aouNARa11	其他学院	12区
131140253	aouNARb11	其他学院	13区
121130253	aouNARa12	其他学院	5区
131130253	aouNARb12	其他学院	12区
121120253	aouNARa13	其他学院	3区
131120253	aouNARb13	其他学院	7区
121110253	aouNARa14	其他学院	12区
131110253	aouNARb14	其他学院	11区
121100253	aouNARa15	其他学院	5区
131100253	aouNARb15	其他学院	8区
121090253	aouNARa16	其他学院	9区
131090253	aouNARb16	其他学院	3区
121080253	aouNARa17	其他学院	7区
131080253	aouNARb17	其他学院	9区
121070253	aouNARa18	其他学院	5区
131070253	aouNARb18	其他学院	1区
121060253	aouNARa19	其他学院	10区
131060253	aouNARb19	其他学院	4区
121050253	aouNARa20	其他学院	12区
131050253	aouNARb20	其他学院	13区
121040253	aouNARa21	其他学院	4区
131040253	aouNARb21	其他学院	2区
121030253	aouNARa22	其他学院	10区
131030253	aouNARb22	其他学院	7区
121020253	aouNARa23	其他学院	10区
131020253	aouNARb23	其他学院	2区
121010253	aouNARa24	其他学院	2区
131010253	aouNARb24	其他学院	12区
121250254	HdHdCAa	软件学院	1区
131250254	HdHdCAb	软件学院	6区
121240254	HdHdCAa1	其他学院	5区
131240254	HdHdCAb1	其他学院	6区
121230254	HdHdCAa2	其他学院	12区
131230254	HdHdCAb2	其他学院	13区
121220254	HdHdCAa3	其他学院	12区
131220254	HdHdCAb3	其他学院	6区
121210254	HdHdCAa4	其他学院	7区
131210254	HdHdCAb4	其他学院	12区
121200254	HdHdCAa5	其他学院	11区
131200254	HdHdCAb5	其他学院	5区
121190254	HdHdCAa6	其他学院	11区
131190254	HdHdCAb6	其他学院	6区
121180254	HdHdCAa7	其他学院	4区
131180254	HdHdCAb7	其他学院	11区
121170254	HdHdCAa8	其他学院	5区
131170254	HdHdCAb8	其他学院	1区
121160254	HdHdCAa9	其他学院	13区
131160254	HdHdCAb9	其他学院	13区
121150254	HdHdCAa10	其他学院	8区
131150254	HdHdCAb10	其他学院	7区
121140254	HdHdCAa11	其他学院	7区
131140254	HdHdCAb11	其他学院	1区
121130254	HdHdCAa12	其他学院	1区
131130254	HdHdCAb12	其他学院	12区
121120254	HdHdCAa13	其他学院	12区
131120254	HdHdCAb13	其他学院	9区
121110254	HdHdCAa14	其他学院	4区
131110254	HdHdCAb14	其他学院	6区
121100254	HdHdCAa15	其他学院	13区
131100254	HdHdCAb15	其他学院	11区
121090254	HdHdCAa16	其他学院	11区
131090254	HdHdCAb16	其他学院	11区
121080254	HdHdCAa17	其他学院	11区
131080254	HdHdCAb17	其他学院	3区
121070254	HdHdCAa18	其他学院	7区
131070254	HdHdCAb18	其他学院	6区
121060254	HdHdCAa19	其他学院	1区
131060254	HdHdCAb19	其他学院	10区
121050254	HdHdCAa20	其他学院	9区
131050254	HdHdCAb20	其他学院	10区
121040254	HdHdCAa21	其他学院	4区
131040254	HdHdCAb21	其他学院	2区
121030254	HdHdCAa22	其他学院	9区
131030254	HdHdCAb22	其他学院	11区
121020254	HdHdCAa23	其他学院	10区
131020254	HdHdCAb23	其他学院	13区
121010254	HdHdCAa24	其他学院	3区
131010254	HdHdCAb24	其他学院	10区
121250255	LdeAbya	软件学院	13区
131250255	LdeAbyb	软件学院	7区
121240255	LdeAbya1	其他学院	8区
131240255	LdeAbyb1	其他学院	10区
121230255	LdeAbya2	其他学院	4区
131230255	LdeAbyb2	其他学院	1区
121220255	LdeAbya3	其他学院	5区
131220255	LdeAbyb3	其他学院	7区
121210255	LdeAbya4	其他学院	5区
131210255	LdeAbyb4	其他学院	8区
121200255	LdeAbya5	其他学院	9区
131200255	LdeAbyb5	其他学院	5区
121190255	LdeAbya6	其他学院	13区
131190255	LdeAbyb6	其他学院	10区
121180255	LdeAbya7	其他学院	8区
131180255	LdeAbyb7	其他学院	9区
121170255	LdeAbya8	其他学院	2区
131170255	LdeAbyb8	其他学院	9区
121160255	LdeAbya9	其他学院	4区
131160255	LdeAbyb9	其他学院	13区
121150255	LdeAbya10	其他学院	1区
131150255	LdeAbyb10	其他学院	7区
121140255	LdeAbya11	其他学院	11区
131140255	LdeAbyb11	其他学院	7区
121130255	LdeAbya12	其他学院	4区
131130255	LdeAbyb12	其他学院	1区
121120255	LdeAbya13	其他学院	4区
131120255	LdeAbyb13	其他学院	8区
121110255	LdeAbya14	其他学院	6区
131110255	LdeAbyb14	其他学院	2区
121100255	LdeAbya15	其他学院	10区
131100255	LdeAbyb15	其他学院	12区
121090255	LdeAbya16	其他学院	11区
131090255	LdeAbyb16	其他学院	1区
121080255	LdeAbya17	其他学院	11区
131080255	LdeAbyb17	其他学院	12区
121070255	LdeAbya18	其他学院	6区
131070255	LdeAbyb18	其他学院	11区
121060255	LdeAbya19	其他学院	8区
131060255	LdeAbyb19	其他学院	1区
121050255	LdeAbya20	其他学院	1区
131050255	LdeAbyb20	其他学院	7区
121040255	LdeAbya21	其他学院	4区
131040255	LdeAbyb21	其他学院	3区
121030255	LdeAbya22	其他学院	2区
131030255	LdeAbyb22	其他学院	12区
121020255	LdeAbya23	其他学院	5区
131020255	LdeAbyb23	其他学院	2区
121010255	LdeAbya24	其他学院	12区
131010255	LdeAbyb24	其他学院	10区
121250256	EZUMrba	软件学院	4区
131250256	EZUMrbb	软件学院	8区
121240256	EZUMrba1	其他学院	11区
131240256	EZUMrbb1	其他学院	8区
121230256	EZUMrba2	其他学院	10区
131230256	EZUMrbb2	其他学院	3区
121220256	EZUMrba3	其他学院	12区
131220256	EZUMrbb3	其他学院	10区
121210256	EZUMrba4	其他学院	11区
131210256	EZUMrbb4	其他学院	6区
121200256	EZUMrba5	其他学院	10区
131200256	EZUMrbb5	其他学院	9区
121190256	EZUMrba6	其他学院	12区
131190256	EZUMrbb6	其他学院	3区
121180256	EZUMrba7	其他学院	9区
131180256	EZUMrbb7	其他学院	1区
121170256	EZUMrba8	其他学院	7区
131170256	EZUMrbb8	其他学院	1区
121160256	EZUMrba9	其他学院	13区
131160256	EZUMrbb9	其他学院	10区
121150256	EZUMrba10	其他学院	5区
131150256	EZUMrbb10	其他学院	2区
121140256	EZUMrba11	其他学院	3区
131140256	EZUMrbb11	其他学院	8区
121130256	EZUMrba12	其他学院	5区
131130256	EZUMrbb12	其他学院	7区
121120256	EZUMrba13	其他学院	7区
131120256	EZUMrbb13	其他学院	2区
121110256	EZUMrba14	其他学院	7区
131110256	EZUMrbb14	其他学院	4区
121100256	EZUMrba15	其他学院	6区
131100256	EZUMrbb15	其他学院	5区
121090256	EZUMrba16	其他学院	5区
131090256	EZUMrbb16	其他学院	7区
121080256	EZUMrba17	其他学院	3区
131080256	EZUMrbb17	其他学院	5区
121070256	EZUMrba18	其他学院	9区
131070256	EZUMrbb18	其他学院	5区
121060256	EZUMrba19	其他学院	10区
131060256	EZUMrbb19	其他学院	5区
121050256	EZUMrba20	其他学院	5区
131050256	EZUMrbb20	其他学院	7区
121040256	EZUMrba21	其他学院	9区
131040256	EZUMrbb21	其他学院	9区
121030256	EZUMrba22	其他学院	1区
131030256	EZUMrbb22	其他学院	8区
121020256	EZUMrba23	其他学院	8区
131020256	EZUMrbb23	其他学院	10区
121010256	EZUMrba24	其他学院	7区
131010256	EZUMrbb24	其他学院	6区
121250257	LowcKsa	软件学院	4区
131250257	LowcKsb	软件学院	6区
121240257	LowcKsa1	其他学院	4区
131240257	LowcKsb1	其他学院	9区
121230257	LowcKsa2	其他学院	9区
131230257	LowcKsb2	其他学院	2区
121220257	LowcKsa3	其他学院	2区
131220257	LowcKsb3	其他学院	1区
121210257	LowcKsa4	其他学院	4区
131210257	LowcKsb4	其他学院	6区
121200257	LowcKsa5	其他学院	13区
131200257	LowcKsb5	其他学院	2区
121190257	LowcKsa6	其他学院	11区
131190257	LowcKsb6	其他学院	12区
121180257	LowcKsa7	其他学院	5区
131180257	LowcKsb7	其他学院	4区
121170257	LowcKsa8	其他学院	4区
131170257	LowcKsb8	其他学院	6区
121160257	LowcKsa9	其他学院	8区
131160257	LowcKsb9	其他学院	2区
121150257	LowcKsa10	其他学院	8区
131150257	LowcKsb10	其他学院	9区
121140257	LowcKsa11	其他学院	8区
131140257	LowcKsb11	其他学院	4区
121130257	LowcKsa12	其他学院	5区
131130257	LowcKsb12	其他学院	11区
121120257	LowcKsa13	其他学院	10区
131120257	LowcKsb13	其他学院	13区
121110257	LowcKsa14	其他学院	12区
131110257	LowcKsb14	其他学院	5区
121100257	LowcKsa15	其他学院	6区
131100257	LowcKsb15	其他学院	12区
121090257	LowcKsa16	其他学院	7区
131090257	LowcKsb16	其他学院	7区
121080257	LowcKsa17	其他学院	8区
131080257	LowcKsb17	其他学院	1区
121070257	LowcKsa18	其他学院	1区
131070257	LowcKsb18	其他学院	5区
121060257	LowcKsa19	其他学院	11区
131060257	LowcKsb19	其他学院	12区
121050257	LowcKsa20	其他学院	8区
131050257	LowcKsb20	其他学院	12区
121040257	LowcKsa21	其他学院	5区
131040257	LowcKsb21	其他学院	8区
121030257	LowcKsa22	其他学院	13区
131030257	LowcKsb22	其他学院	12区
121020257	LowcKsa23	其他学院	12区
131020257	LowcKsb23	其他学院	13区
121010257	LowcKsa24	其他学院	3区
131010257	LowcKsb24	其他学院	13区
121250258	dphErEa	软件学院	5区
131250258	dphErEb	软件学院	9区
121240258	dphErEa1	其他学院	3区
131240258	dphErEb1	其他学院	12区
121230258	dphErEa2	其他学院	9区
131230258	dphErEb2	其他学院	3区
121220258	dphErEa3	其他学院	5区
131220258	dphErEb3	其他学院	11区
121210258	dphErEa4	其他学院	3区
131210258	dphErEb4	其他学院	8区
121200258	dphErEa5	其他学院	12区
131200258	dphErEb5	其他学院	3区
121190258	dphErEa6	其他学院	11区
131190258	dphErEb6	其他学院	10区
121180258	dphErEa7	其他学院	10区
131180258	dphErEb7	其他学院	12区
121170258	dphErEa8	其他学院	8区
131170258	dphErEb8	其他学院	8区
121160258	dphErEa9	其他学院	1区
131160258	dphErEb9	其他学院	2区
121150258	dphErEa10	其他学院	13区
131150258	dphErEb10	其他学院	6区
121140258	dphErEa11	其他学院	4区
131140258	dphErEb11	其他学院	7区
121130258	dphErEa12	其他学院	6区
131130258	dphErEb12	其他学院	3区
121120258	dphErEa13	其他学院	7区
131120258	dphErEb13	其他学院	11区
121110258	dphErEa14	其他学院	2区
131110258	dphErEb14	其他学院	10区
121100258	dphErEa15	其他学院	11区
131100258	dphErEb15	其他学院	11区
121090258	dphErEa16	其他学院	9区
131090258	dphErEb16	其他学院	5区
121080258	dphErEa17	其他学院	9区
131080258	dphErEb17	其他学院	13区
121070258	dphErEa18	其他学院	9区
131070258	dphErEb18	其他学院	4区
121060258	dphErEa19	其他学院	9区
131060258	dphErEb19	其他学院	8区
121050258	dphErEa20	其他学院	9区
131050258	dphErEb20	其他学院	3区
121040258	dphErEa21	其他学院	7区
131040258	dphErEb21	其他学院	1区
121030258	dphErEa22	其他学院	7区
131030258	dphErEb22	其他学院	2区
121020258	dphErEa23	其他学院	9区
131020258	dphErEb23	其他学院	11区
121010258	dphErEa24	其他学院	2区
131010258	dphErEb24	其他学院	7区
121250259	ZXojcWa	软件学院	8区
131250259	ZXojcWb	软件学院	3区
121240259	ZXojcWa1	其他学院	3区
131240259	ZXojcWb1	其他学院	11区
121230259	ZXojcWa2	其他学院	4区
131230259	ZXojcWb2	其他学院	1区
121220259	ZXojcWa3	其他学院	11区
131220259	ZXojcWb3	其他学院	1区
121210259	ZXojcWa4	其他学院	1区
131210259	ZXojcWb4	其他学院	3区
121200259	ZXojcWa5	其他学院	2区
131200259	ZXojcWb5	其他学院	12区
121190259	ZXojcWa6	其他学院	1区
131190259	ZXojcWb6	其他学院	4区
121180259	ZXojcWa7	其他学院	4区
131180259	ZXojcWb7	其他学院	13区
121170259	ZXojcWa8	其他学院	11区
131170259	ZXojcWb8	其他学院	6区
121160259	ZXojcWa9	其他学院	1区
131160259	ZXojcWb9	其他学院	11区
121150259	ZXojcWa10	其他学院	3区
131150259	ZXojcWb10	其他学院	13区
121140259	ZXojcWa11	其他学院	12区
131140259	ZXojcWb11	其他学院	1区
121130259	ZXojcWa12	其他学院	8区
131130259	ZXojcWb12	其他学院	13区
121120259	ZXojcWa13	其他学院	3区
131120259	ZXojcWb13	其他学院	2区
121110259	ZXojcWa14	其他学院	9区
131110259	ZXojcWb14	其他学院	7区
121100259	ZXojcWa15	其他学院	3区
131100259	ZXojcWb15	其他学院	4区
121090259	ZXojcWa16	其他学院	4区
131090259	ZXojcWb16	其他学院	4区
121080259	ZXojcWa17	其他学院	1区
131080259	ZXojcWb17	其他学院	12区
121070259	ZXojcWa18	其他学院	7区
131070259	ZXojcWb18	其他学院	13区
121060259	ZXojcWa19	其他学院	7区
131060259	ZXojcWb19	其他学院	4区
121050259	ZXojcWa20	其他学院	7区
131050259	ZXojcWb20	其他学院	8区
121040259	ZXojcWa21	其他学院	3区
131040259	ZXojcWb21	其他学院	4区
121030259	ZXojcWa22	其他学院	4区
131030259	ZXojcWb22	其他学院	11区
121020259	ZXojcWa23	其他学院	8区
131020259	ZXojcWb23	其他学院	4区
121010259	ZXojcWa24	其他学院	11区
131010259	ZXojcWb24	其他学院	4区
121250260	VgtLGGa	软件学院	3区
131250260	VgtLGGb	软件学院	8区
121240260	VgtLGGa1	其他学院	4区
131240260	VgtLGGb1	其他学院	11区
121230260	VgtLGGa2	其他学院	12区
131230260	VgtLGGb2	其他学院	13区
121220260	VgtLGGa3	其他学院	9区
131220260	VgtLGGb3	其他学院	6区
121210260	VgtLGGa4	其他学院	12区
131210260	VgtLGGb4	其他学院	2区
121200260	VgtLGGa5	其他学院	7区
131200260	VgtLGGb5	其他学院	8区
121190260	VgtLGGa6	其他学院	8区
131190260	VgtLGGb6	其他学院	8区
121180260	VgtLGGa7	其他学院	5区
131180260	VgtLGGb7	其他学院	6区
121170260	VgtLGGa8	其他学院	6区
131170260	VgtLGGb8	其他学院	6区
121160260	VgtLGGa9	其他学院	6区
131160260	VgtLGGb9	其他学院	12区
121150260	VgtLGGa10	其他学院	1区
131150260	VgtLGGb10	其他学院	9区
121140260	VgtLGGa11	其他学院	9区
131140260	VgtLGGb11	其他学院	3区
121130260	VgtLGGa12	其他学院	6区
131130260	VgtLGGb12	其他学院	13区
121120260	VgtLGGa13	其他学院	9区
131120260	VgtLGGb13	其他学院	8区
121110260	VgtLGGa14	其他学院	5区
131110260	VgtLGGb14	其他学院	11区
121100260	VgtLGGa15	其他学院	2区
131100260	VgtLGGb15	其他学院	6区
121090260	VgtLGGa16	其他学院	4区
131090260	VgtLGGb16	其他学院	1区
121080260	VgtLGGa17	其他学院	8区
131080260	VgtLGGb17	其他学院	9区
121070260	VgtLGGa18	其他学院	4区
131070260	VgtLGGb18	其他学院	5区
121060260	VgtLGGa19	其他学院	11区
131060260	VgtLGGb19	其他学院	9区
121050260	VgtLGGa20	其他学院	13区
131050260	VgtLGGb20	其他学院	1区
121040260	VgtLGGa21	其他学院	6区
131040260	VgtLGGb21	其他学院	13区
121030260	VgtLGGa22	其他学院	11区
131030260	VgtLGGb22	其他学院	1区
121020260	VgtLGGa23	其他学院	1区
131020260	VgtLGGb23	其他学院	10区
121010260	VgtLGGa24	其他学院	7区
131010260	VgtLGGb24	其他学院	11区
121250261	KQsrDTa	软件学院	2区
131250261	KQsrDTb	软件学院	12区
121240261	KQsrDTa1	其他学院	1区
131240261	KQsrDTb1	其他学院	6区
121230261	KQsrDTa2	其他学院	7区
131230261	KQsrDTb2	其他学院	4区
121220261	KQsrDTa3	其他学院	12区
131220261	KQsrDTb3	其他学院	12区
121210261	KQsrDTa4	其他学院	4区
131210261	KQsrDTb4	其他学院	2区
121200261	KQsrDTa5	其他学院	8区
131200261	KQsrDTb5	其他学院	1区
121190261	KQsrDTa6	其他学院	10区
131190261	KQsrDTb6	其他学院	8区
121180261	KQsrDTa7	其他学院	5区
131180261	KQsrDTb7	其他学院	2区
121170261	KQsrDTa8	其他学院	9区
131170261	KQsrDTb8	其他学院	12区
121160261	KQsrDTa9	其他学院	8区
131160261	KQsrDTb9	其他学院	6区
121150261	KQsrDTa10	其他学院	3区
131150261	KQsrDTb10	其他学院	4区
121140261	KQsrDTa11	其他学院	4区
131140261	KQsrDTb11	其他学院	8区
121130261	KQsrDTa12	其他学院	13区
131130261	KQsrDTb12	其他学院	11区
121120261	KQsrDTa13	其他学院	12区
131120261	KQsrDTb13	其他学院	13区
